epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4.08682,0.93411,2.78088,1.12118,0.13864,0.49998,0.16977,0.10424,0.72127,3.41833,0.96983,0.00015719,0.00015719,0.00015719
2,7.18169,0.72191,1.61918,0.86798,0.28645,0.60895,0.36885,0.26902,0.70416,3.10608,0.81645,0.000327859,0.000327859,0.000327859
3,9.88745,0.64032,1.14108,0.78571,0.46494,0.54666,0.50784,0.37898,0.66479,2.44837,0.75722,0.000497681,0.000497681,0.000497681
4,12.5761,0.70383,1.19839,0.8408,0.37283,0.54234,0.49815,0.3536,0.72593,3.98927,0.82127,0.000666658,0.000666658,0.000666658
5,15.1786,0.66157,1.02447,0.81583,0.45554,0.45901,0.36374,0.23959,0.75777,3.6624,0.83985,0.000834788,0.000834788,0.000834788
6,17.7806,0.66565,0.90092,0.81964,0.4846,0.38067,0.40756,0.27285,0.80132,1.72576,0.87751,0.00100207,0.00100207,0.00100207
7,20.4069,0.67446,0.85056,0.83576,0.36565,0.56141,0.44189,0.28564,0.79781,1.5179,0.89677,0.00116851,0.00116851,0.00116851
8,22.9811,0.69712,0.9348,0.84003,0.43971,0.53223,0.413,0.28182,0.84487,1.66647,0.92519,0.0013341,0.0013341,0.0013341
9,25.5597,0.68213,0.88283,0.82247,0.66665,0.41375,0.49162,0.31632,0.89695,1.35739,0.96117,0.00140079,0.00140079,0.00140079
10,28.1682,0.67079,0.85464,0.80971,0.44828,0.57051,0.47703,0.31343,0.9198,1.59209,0.94794,0.00139726,0.00139726,0.00139726
11,30.7431,0.64029,0.77552,0.80813,0.67594,0.49922,0.54772,0.37601,0.81959,1.31752,0.91469,0.00139374,0.00139374,0.00139374
12,33.316,0.62266,0.76159,0.7901,0.66697,0.47307,0.52898,0.37967,0.79435,1.70558,0.88682,0.00139021,0.00139021,0.00139021
13,35.9902,0.64345,0.78427,0.82166,0.70785,0.56181,0.64974,0.45379,0.74441,1.17561,0.82619,0.00138668,0.00138668,0.00138668
14,38.6995,0.63614,0.74108,0.80496,0.70669,0.49002,0.62872,0.4412,0.77311,1.19179,0.84971,0.00138316,0.00138316,0.00138316
15,41.3659,0.62411,0.70875,0.80101,0.71663,0.53411,0.62304,0.4266,0.806,1.25475,0.88751,0.00137963,0.00137963,0.00137963
16,44.0432,0.63441,0.72656,0.80614,0.58203,0.60119,0.53876,0.37729,0.81066,1.15832,0.86455,0.0013761,0.0013761,0.0013761
17,46.7516,0.63196,0.71149,0.80402,0.60836,0.61533,0.62188,0.43279,0.79145,1.17197,0.84009,0.00137258,0.00137258,0.00137258
18,49.6149,0.64613,0.7902,0.8213,0.68521,0.55752,0.60186,0.44578,0.72345,1.15729,0.8181,0.00136905,0.00136905,0.00136905
19,52.4863,0.62761,0.72288,0.79299,0.65498,0.60744,0.63931,0.44666,0.72735,0.97174,0.82224,0.00136552,0.00136552,0.00136552
20,55.3118,0.59311,0.66475,0.77232,0.66799,0.69117,0.68741,0.50583,0.68973,0.94493,0.81687,0.001362,0.001362,0.001362
21,58.0769,0.63367,0.65799,0.80375,0.59306,0.63969,0.63229,0.45308,0.72898,1.03092,0.84107,0.00135847,0.00135847,0.00135847
22,60.743,0.61386,0.70693,0.80084,0.60222,0.7243,0.66606,0.47662,0.74257,0.93456,0.8312,0.00135494,0.00135494,0.00135494
23,63.5294,0.56871,0.63303,0.76437,0.58818,0.56739,0.6237,0.45541,0.73997,0.98809,0.86579,0.00135142,0.00135142,0.00135142
24,66.422,0.56711,0.63598,0.76789,0.73985,0.56658,0.68884,0.5042,0.68548,0.96556,0.81525,0.00134789,0.00134789,0.00134789
25,69.2858,0.57063,0.55661,0.76199,0.61757,0.66351,0.69119,0.49743,0.70736,0.87189,0.82371,0.00134437,0.00134437,0.00134437
26,71.9826,0.57757,0.59761,0.76723,0.60559,0.71054,0.67448,0.46864,0.72419,0.84509,0.83089,0.00134084,0.00134084,0.00134084
27,74.6709,0.57056,0.57124,0.74804,0.70179,0.64743,0.69229,0.50117,0.75684,0.83963,0.86202,0.00133731,0.00133731,0.00133731
28,77.5381,0.57038,0.65814,0.77837,0.61586,0.64764,0.60304,0.42946,0.72887,1.04979,0.81962,0.00133379,0.00133379,0.00133379
29,80.2712,0.54763,0.59798,0.74948,0.71048,0.52987,0.59261,0.42306,0.73215,1.25804,0.84765,0.00133026,0.00133026,0.00133026
30,82.9953,0.5694,0.63751,0.76845,0.68368,0.59681,0.65538,0.47084,0.72443,1.09991,0.8266,0.00132673,0.00132673,0.00132673
31,85.878,0.56835,0.59256,0.76026,0.75934,0.62239,0.68246,0.50474,0.67052,1.01648,0.81931,0.00132321,0.00132321,0.00132321
32,88.5074,0.569,0.59258,0.77084,0.78225,0.6649,0.71786,0.50659,0.72092,0.94124,0.84907,0.00131968,0.00131968,0.00131968
33,91.2749,0.5241,0.5196,0.73944,0.67538,0.74792,0.72624,0.53834,0.67565,0.78938,0.81896,0.00131615,0.00131615,0.00131615
34,94.0771,0.53607,0.55213,0.75338,0.74889,0.66651,0.74778,0.53997,0.69909,0.8126,0.82295,0.00131263,0.00131263,0.00131263
35,96.8662,0.52627,0.51232,0.7398,0.69933,0.68304,0.73971,0.54131,0.69679,0.85843,0.81015,0.0013091,0.0013091,0.0013091
36,100.015,0.53026,0.52124,0.74808,0.59117,0.69527,0.63311,0.44805,0.74534,0.9961,0.84109,0.00130557,0.00130557,0.00130557
37,102.945,0.51791,0.52508,0.74839,0.61029,0.73984,0.69094,0.49228,0.71897,0.83622,0.82001,0.00130205,0.00130205,0.00130205
38,105.924,0.52418,0.51784,0.74346,0.64561,0.78917,0.74631,0.51088,0.75856,0.74915,0.86719,0.00129852,0.00129852,0.00129852
39,109.066,0.52515,0.50697,0.74185,0.70321,0.70711,0.68821,0.4698,0.77028,0.75184,0.86463,0.00129499,0.00129499,0.00129499
