epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,398.251,0.39904,0.3221,0.89914,0.80283,0.67861,0.7641,0.58766,0.94419,0.94714,1.16301,0.000580174,0.000580174,0.000580174
62,404.423,0.39295,0.32457,0.9031,0.78077,0.67112,0.74489,0.56667,0.92965,1.07694,1.15417,0.000566027,0.000566027,0.000566027
63,410.633,0.3968,0.32623,0.90317,0.67958,0.75571,0.74741,0.56903,0.93559,1.05241,1.17619,0.00055188,0.00055188,0.00055188
64,416.869,0.38247,0.31374,0.88366,0.80537,0.66216,0.76054,0.56889,0.92687,1.05743,1.16209,0.000537733,0.000537733,0.000537733
65,423.034,0.37116,0.30186,0.89602,0.7113,0.75963,0.75633,0.58067,0.93596,0.99619,1.1946,0.000523586,0.000523586,0.000523586
66,429.185,0.39319,0.31758,0.90114,0.69902,0.76423,0.76809,0.57995,0.95625,0.94647,1.17797,0.000509438,0.000509438,0.000509438
67,435.417,0.38646,0.31847,0.90611,0.73991,0.73891,0.74616,0.5665,0.92017,1.00192,1.16094,0.000495291,0.000495291,0.000495291
68,441.976,0.37451,0.3071,0.89557,0.72503,0.7647,0.76314,0.57841,0.93945,1.02434,1.18406,0.000481144,0.000481144,0.000481144
69,448.318,0.37292,0.30244,0.89233,0.77087,0.74076,0.77492,0.58329,0.97642,0.9252,1.20647,0.000466997,0.000466997,0.000466997
70,454.678,0.3692,0.29913,0.89037,0.73157,0.77,0.79435,0.60036,0.93596,0.9564,1.18612,0.00045285,0.00045285,0.00045285
71,461.035,0.36129,0.29989,0.88699,0.73423,0.76832,0.78676,0.58819,0.94892,0.93614,1.20793,0.000438703,0.000438703,0.000438703
72,467.394,0.37662,0.29795,0.88914,0.80339,0.74026,0.79263,0.60994,0.9037,0.90445,1.16316,0.000424556,0.000424556,0.000424556
73,473.784,0.36011,0.29562,0.88534,0.79422,0.71267,0.76815,0.59052,0.91316,0.97205,1.16641,0.000410409,0.000410409,0.000410409
74,480.324,0.36345,0.2917,0.88076,0.80475,0.68352,0.76364,0.58539,0.91296,0.9906,1.17618,0.000396262,0.000396262,0.000396262
75,486.74,0.35044,0.28011,0.88186,0.7867,0.69677,0.73445,0.55633,0.92426,1.03844,1.18378,0.000382115,0.000382115,0.000382115
76,493.145,0.35624,0.28833,0.88759,0.82664,0.6961,0.77284,0.59685,0.93331,0.94889,1.18581,0.000367967,0.000367967,0.000367967
77,499.479,0.35683,0.28462,0.88651,0.82318,0.71375,0.78671,0.60324,0.91762,0.95793,1.1704,0.00035382,0.00035382,0.00035382
78,505.831,0.34172,0.27449,0.87327,0.75253,0.80781,0.7925,0.60797,0.90448,0.95356,1.18293,0.000339673,0.000339673,0.000339673
79,512.19,0.34404,0.27684,0.87876,0.74559,0.8216,0.79294,0.60728,0.91358,0.93934,1.18858,0.000325526,0.000325526,0.000325526
80,518.58,0.34154,0.28366,0.88176,0.74421,0.78624,0.79138,0.60398,0.90953,0.95733,1.16043,0.000311379,0.000311379,0.000311379
81,524.946,0.33073,0.263,0.87047,0.72528,0.7748,0.76232,0.58949,0.91147,0.99125,1.17217,0.000297232,0.000297232,0.000297232
82,531.327,0.32137,0.24924,0.8641,0.69537,0.81584,0.77871,0.59811,0.9429,0.94967,1.22271,0.000283085,0.000283085,0.000283085
83,537.696,0.32173,0.26572,0.87255,0.79405,0.72469,0.79525,0.60942,0.96023,0.87079,1.22729,0.000268938,0.000268938,0.000268938
84,544.066,0.32632,0.26589,0.88478,0.75499,0.77161,0.78124,0.59862,0.94194,0.87284,1.21293,0.000254791,0.000254791,0.000254791
85,550.428,0.3277,0.2661,0.88004,0.75341,0.72924,0.77241,0.59531,0.92198,0.91944,1.1992,0.000240644,0.000240644,0.000240644
86,556.777,0.33098,0.2579,0.88281,0.74368,0.7399,0.78776,0.60835,0.94392,0.9057,1.21586,0.000226497,0.000226497,0.000226497
87,563.242,0.31994,0.25978,0.87181,0.74486,0.76274,0.78261,0.60791,0.91919,0.9515,1.19017,0.000212349,0.000212349,0.000212349
88,569.788,0.30705,0.24373,0.86738,0.70994,0.76801,0.77038,0.59692,0.93641,1.00945,1.20239,0.000198202,0.000198202,0.000198202
89,576.24,0.32242,0.2626,0.86758,0.77669,0.70047,0.77312,0.59852,0.93526,0.99396,1.21057,0.000184055,0.000184055,0.000184055
90,582.717,0.30516,0.24391,0.85962,0.75216,0.7522,0.77834,0.60469,0.9114,0.93667,1.18948,0.000169908,0.000169908,0.000169908
91,609.311,0.23576,0.18999,0.80753,0.74558,0.7694,0.76104,0.59252,0.91814,0.97396,1.20011,0.000155761,0.000155761,0.000155761
92,615.481,0.2158,0.16913,0.80482,0.71361,0.77017,0.75004,0.58406,0.90164,1.00047,1.182,0.000141614,0.000141614,0.000141614
93,621.598,0.21508,0.16225,0.80077,0.74327,0.76984,0.77349,0.59806,0.89799,0.9412,1.18624,0.000127467,0.000127467,0.000127467
94,627.764,0.21874,0.16133,0.81061,0.75257,0.7397,0.76339,0.59575,0.89135,0.93649,1.18111,0.00011332,0.00011332,0.00011332
95,633.941,0.21027,0.15806,0.79721,0.78394,0.68866,0.77416,0.60166,0.89963,0.93089,1.18242,9.91726e-05,9.91726e-05,9.91726e-05
96,640.103,0.20572,0.15629,0.79065,0.75368,0.70719,0.77424,0.60069,0.89997,0.94037,1.19059,8.50255e-05,8.50255e-05,8.50255e-05
97,646.394,0.20418,0.15738,0.79407,0.71949,0.74787,0.77003,0.59848,0.90453,0.94362,1.19975,7.08784e-05,7.08784e-05,7.08784e-05
98,652.673,0.19362,0.14726,0.79846,0.72404,0.73545,0.75949,0.59166,0.90791,0.96083,1.20211,5.67313e-05,5.67313e-05,5.67313e-05
99,659.119,0.20524,0.15482,0.79931,0.74626,0.72477,0.75749,0.58974,0.90939,0.97107,1.20326,4.25842e-05,4.25842e-05,4.25842e-05
100,665.402,0.20011,0.14998,0.79363,0.74605,0.73255,0.75765,0.58651,0.91581,0.98045,1.2071,2.84371e-05,2.84371e-05,2.84371e-05
