epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.7331,0.92731,2.86087,1.13147,0.25972,0.2922,0.2059,0.12853,0.74256,3.05895,1.01952,0.00012861,0.00012861,0.00012861
2,20.3114,0.67055,1.57073,0.89198,0.36894,0.65829,0.45969,0.30946,0.65428,3.46965,0.84221,0.000269723,0.000269723,0.000269723
3,25.0389,0.61879,1.19616,0.8196,0.38136,0.52692,0.3972,0.25775,0.74954,3.1426,0.9255,0.000408956,0.000408956,0.000408956
4,28.6102,0.61986,1.00382,0.81353,0.48965,0.59619,0.5018,0.34543,0.72215,2.14632,0.83457,0.000546307,0.000546307,0.000546307
5,32.5843,0.6451,1.03407,0.813,0.45622,0.45956,0.40494,0.26331,0.82814,1.98836,0.91837,0.000681778,0.000681778,0.000681778
6,36.0529,0.62285,0.9549,0.76069,0.42972,0.53093,0.42413,0.28775,0.78588,2.27687,0.82605,0.000815369,0.000815369,0.000815369
7,39.4886,0.61887,0.98443,0.78867,0.44387,0.53393,0.4665,0.28418,0.90646,1.54967,0.9213,0.000947078,0.000947078,0.000947078
8,42.9847,0.60799,0.85103,0.80116,0.41196,0.44871,0.37365,0.21564,1.00771,1.90279,1.0763,0.00107691,0.00107691,0.00107691
9,46.4968,0.62172,0.82298,0.79176,0.49258,0.46077,0.39172,0.26007,0.88484,2.85875,0.95189,0.00120485,0.00120485,0.00120485
10,49.9627,0.61123,0.80433,0.79993,0.32443,0.4402,0.27788,0.17814,0.8495,2.09051,0.94727,0.00133092,0.00133092,0.00133092
11,53.368,0.5989,0.80537,0.79472,0.65253,0.35597,0.3808,0.24668,0.90823,2.12757,0.9749,0.00133496,0.00133496,0.00133496
12,56.7434,0.59587,0.79994,0.78037,0.35284,0.39957,0.33613,0.20973,0.8784,2.20263,1.01039,0.00132556,0.00132556,0.00132556
13,60.2116,0.63022,0.79147,0.82687,0.39529,0.46489,0.33438,0.20993,0.83135,1.92213,0.94337,0.00131615,0.00131615,0.00131615
14,63.668,0.60826,0.73943,0.79307,0.48561,0.40677,0.35194,0.22049,0.90252,1.91325,1.01283,0.00130675,0.00130675,0.00130675
15,67.0816,0.57997,0.71389,0.77625,0.34562,0.44028,0.38559,0.25823,0.80186,1.72672,0.93655,0.00129735,0.00129735,0.00129735
16,70.4739,0.55442,0.67425,0.75606,0.59255,0.50817,0.54868,0.38389,0.76226,1.96623,0.91916,0.00128794,0.00128794,0.00128794
17,74.2667,0.55437,0.6417,0.78092,0.53152,0.54574,0.50896,0.36174,0.72828,1.93982,0.86203,0.00127854,0.00127854,0.00127854
18,77.6917,0.58328,0.68668,0.77713,0.57451,0.57082,0.6028,0.42601,0.72144,1.27211,0.8915,0.00126913,0.00126913,0.00126913
19,81.5896,0.55409,0.65012,0.76064,0.62694,0.53081,0.57865,0.41369,0.70132,1.21277,0.82067,0.00125973,0.00125973,0.00125973
