epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
168,304.231,0.34759,0.31778,0.6583,0.74358,0.74532,0.75085,0.57241,0.62923,0.72045,0.74733,0.000957866,0.000957866,0.000957866
169,306.293,0.34351,0.33586,0.65143,0.64881,0.77102,0.74585,0.5527,0.63785,0.7766,0.76263,0.000955045,0.000955045,0.000955045
170,308.306,0.33767,0.32781,0.64808,0.69612,0.64362,0.72463,0.53693,0.63625,0.85032,0.76837,0.000952224,0.000952224,0.000952224
171,310.286,0.35927,0.34302,0.65565,0.70637,0.63303,0.70679,0.52555,0.64659,0.89611,0.77511,0.000949403,0.000949403,0.000949403
172,312.218,0.35757,0.35681,0.659,0.72129,0.67143,0.72578,0.5495,0.63856,0.83407,0.76625,0.000946582,0.000946582,0.000946582
173,313.686,0.34923,0.34292,0.65369,0.65963,0.73301,0.72538,0.54993,0.61475,0.80003,0.7497,0.00094376,0.00094376,0.00094376
174,315.183,0.33419,0.32482,0.63934,0.64149,0.77317,0.70932,0.53001,0.62886,0.83631,0.75425,0.000940939,0.000940939,0.000940939
175,316.739,0.34188,0.33749,0.64801,0.62476,0.75353,0.70048,0.52321,0.64328,0.85484,0.77033,0.000938118,0.000938118,0.000938118
176,318.814,0.3215,0.32609,0.64178,0.61758,0.79012,0.71244,0.52344,0.66993,0.81879,0.79887,0.000935297,0.000935297,0.000935297
177,320.733,0.32612,0.33357,0.64317,0.78016,0.6526,0.7075,0.53207,0.66905,0.81297,0.8016,0.000932476,0.000932476,0.000932476
178,322.189,0.34418,0.34133,0.65184,0.74612,0.66187,0.71581,0.54334,0.65536,0.78712,0.79649,0.000929655,0.000929655,0.000929655
179,324.042,0.34433,0.33023,0.646,0.74556,0.68128,0.71596,0.55076,0.63458,0.78665,0.77797,0.000926833,0.000926833,0.000926833
180,325.597,0.33998,0.33083,0.64116,0.74944,0.69072,0.71994,0.55532,0.62337,0.75819,0.77537,0.000924012,0.000924012,0.000924012
